id,feature1,feature2,feature3,feature4,category,value,boolean,date,function
25,-0.5443827245251827,98.56504541106007,0.18571861629575478,3,D,58,True,2023-01-25,sin(x)
26,0.11092258970986608,24.20552715115004,0.8137369920602278,6,A,60,True,2023-01-26,x**2 + 0.5
27,-1.1509935774223028,67.21355474058785,2.751293470807042,2,A,50,True,2023-01-27,15*log(x)
28,0.37569801834567196,76.16196153287176,1.1908255977579372,5,B,28,True,2023-01-28,x**2 + 0.5
29,-0.600638689918805,23.763754399239968,0.8441123364356555,7,D,92,True,2023-01-29,x**2 + 0.5
30,-0.2916937497932768,72.82163486118596,0.10222819734932288,5,A,41,True,2023-01-30,sin(x)
31,-0.6017066122293969,36.77831327192532,0.9545307155177177,5,C,64,False,2023-01-31,x**3 - 2*x + 1
32,1.8522781845089378,63.23058305935795,4.610569747846317,6,C,27,False,2023-02-01,x**2 + 0.5
33,-0.013497224737933921,63.35297107608947,0.15092058664226415,5,A,63,True,2023-02-02,15*log(x)
34,-1.0577109289559004,53.57746840747585,0.7304953249815037,5,A,17,True,2023-02-03,exp(x)
35,0.822544912103189,9.02897700544083,2.0986086379007944,7,D,73,True,2023-02-04,x**2 + 0.5
36,-1.2208436499710222,83.5302495589238,1.35003424835367,5,D,33,False,2023-02-05,x**2 + 0.5
37,0.2088635950047554,32.07800649717358,1.194074425301673,8,B,84,False,2023-02-06,sin(x)
38,-1.9596701238797756,18.651851039985424,1.21228755622449,7,D,77,False,2023-02-07,x**3 - 2*x + 1
39,-1.3281860488984305,4.077514155476392,0.4454923423149491,4,C,92,False,2023-02-08,exp(x)
40,0.19686123586912352,59.08929431882418,0.3475620842670952,3,C,29,False,2023-02-09,15*log(x)
41,0.7384665799954104,67.75643618422824,1.6573745072597124,3,A,13,False,2023-02-10,exp(x)
42,0.1713682811899705,1.6587828927856152,1.6613281990870288,2,D,46,False,2023-02-11,15*log(x)
43,-0.11564828238824053,51.2093058299281,2.017950047367915,3,B,35,False,2023-02-12,x**3 - 2*x + 1
44,-0.3011036955892888,22.649577519793795,2.4446159618366363,6,C,6,False,2023-02-13,15*log(x)
45,-1.4785219903674274,64.51727904094498,0.7160932369329037,3,C,82,True,2023-02-14,sin(x)
46,-0.7198442083947086,17.436642900499145,0.6961843775511992,4,B,69,True,2023-02-15,sin(x)
47,-0.4606387709597875,69.09377381024659,1.6009499323084875,7,B,47,True,2023-02-16,sin(x)
48,1.0571222262189157,38.67353463005374,1.0497190748878003,2,C,25,True,2023-02-17,sin(x)
49,0.3436182895684614,93.67299887367345,1.210550648511517,6,C,66,False,2023-02-18,exp(x)
50,-1.763040155362734,13.752094414599325,1.5886194749542049,4,B,10,False,2023-02-19,x**3 - 2*x + 1
51,0.324083969394795,34.10663510502585,2.207323476346767,3,C,56,True,2023-02-20,15*log(x)
52,-0.38508228041631654,11.347352124058908,0.4124824071376542,6,A,30,False,2023-02-21,15*log(x)
53,-0.6769220003059587,92.46936182785628,0.47093678872755634,6,A,5,True,2023-02-22,sin(x)
54,0.6116762888408679,87.7339353380981,0.09869603918736056,7,B,33,False,2023-02-23,sin(x)
55,1.030999522495951,25.79416277151556,0.8634140266094347,6,D,65,True,2023-02-24,x**2 + 0.5
56,0.9312801191161986,65.99840460341791,0.036604104210857,6,B,18,False,2023-02-25,x**3 - 2*x + 1
57,-0.8392175232226385,81.72222002012158,0.6266069481821096,4,B,96,False,2023-02-26,exp(x)
58,-0.3092123758512146,55.52008115994623,0.782294585687126,4,D,49,True,2023-02-27,15*log(x)
59,0.33126343140356396,52.965057835600646,0.3376306603145225,6,D,11,False,2023-02-28,x**2 + 0.5
60,0.9755451271223592,24.18522909004517,0.8936325301461753,6,D,85,True,2023-03-01,x**2 + 0.5
61,-0.47917423784528995,9.310276780589922,0.030975062101474545,9,A,26,True,2023-03-02,15*log(x)
62,-0.18565897666381712,89.72157579533267,0.03806349928278938,5,C,63,True,2023-03-03,exp(x)
63,-1.1063349740060282,90.04180571633304,1.729351369538136,4,A,89,True,2023-03-04,x**2 + 0.5
64,-1.1962066240806708,63.31014572732679,0.4465850242077447,6,C,86,False,2023-03-05,x**2 + 0.5
65,0.812525822394198,33.90297910487007,0.135889041297428,4,A,59,False,2023-03-06,x**3 - 2*x + 1
66,1.356240028570823,34.92095746126609,0.7386535882790156,7,C,27,False,2023-03-07,exp(x)
67,-0.07201012158033385,72.59556788702393,1.4696479404457352,7,A,49,True,2023-03-08,x**2 + 0.5
68,1.0035328978920242,89.71102599525771,0.24311800342990336,5,D,77,False,2023-03-09,exp(x)
69,0.36163602504763415,88.70864242651173,0.9752196186564929,6,B,33,True,2023-03-10,15*log(x)
70,-0.6451197546051243,77.98755458576238,0.08921102898989729,6,A,98,False,2023-03-11,sin(x)
71,0.36139560550841393,64.20316461542878,0.053065095910309404,3,C,99,False,2023-03-12,x**2 + 0.5
72,1.5380365664659692,8.413996499504883,0.7579089406255209,7,D,1,False,2023-03-13,x**3 - 2*x + 1
73,-0.03582603910995154,16.162871409461378,0.7779104426947422,5,A,21,True,2023-03-14,15*log(x)
74,1.5646436558140062,89.85541885270793,1.0145374482046159,6,A,55,False,2023-03-15,exp(x)
75,-2.6197451040897444,60.642905965958995,1.2949605629166843,4,D,6,False,2023-03-16,15*log(x)
76,0.8219025043752238,0.9197051616629648,3.7235570086999927,7,A,92,True,2023-03-17,x**2 + 0.5
77,0.08704706823817122,10.147154286603211,0.7262911192303563,5,B,81,False,2023-03-18,exp(x)
78,-0.29900735046586746,66.35017691080559,0.3900197141059788,2,A,69,True,2023-03-19,sin(x)
79,0.0917607765355023,0.5061583846218687,1.5856539797326863,7,B,95,False,2023-03-20,15*log(x)
80,-1.9875689146008928,16.080805141749867,0.3158514654361373,3,B,5,True,2023-03-21,x**2 + 0.5
81,-0.21967188783751193,54.87337893665861,0.5779834312733013,4,D,3,True,2023-03-22,x**3 - 2*x + 1
82,0.3571125715117464,69.18951976926932,0.0817051685836699,8,A,53,False,2023-03-23,exp(x)
83,1.477894044741516,65.19612595026005,0.02567760954147438,8,D,23,True,2023-03-24,15*log(x)
84,-0.5182702182736474,22.42693094605598,3.287379923268602,5,A,53,True,2023-03-25,15*log(x)
85,-0.8084936028931876,71.2179221347536,1.8077676421150626,6,A,37,True,2023-03-26,sin(x)
86,-0.5017570435845365,23.724908749680008,1.1906427327993416,5,C,74,True,2023-03-27,sin(x)
87,0.9154021177020741,32.539969815926774,0.5258596444651419,4,A,74,True,2023-03-28,x**3 - 2*x + 1
88,0.32875110965968446,74.64914051180241,0.19030653614210874,4,D,83,True,2023-03-29,x**3 - 2*x + 1
89,-0.5297602037670388,64.96328990472146,0.17012074157285414,6,B,17,False,2023-03-30,x**2 + 0.5
90,0.5132674331133561,84.9223410494178,0.2880059891265836,6,A,85,True,2023-03-31,x**2 + 0.5
91,0.09707754934804039,65.76128923003434,0.7967906483133146,6,C,78,True,2023-04-01,x**3 - 2*x + 1
92,0.9686449905328892,56.830860333547164,1.2538492877767757,6,D,73,False,2023-04-02,x**3 - 2*x + 1
93,-0.7020530938773524,9.367476782809248,1.0793903496967985,3,A,1,False,2023-04-03,exp(x)
94,-0.3276621465977682,36.77158030594335,0.32841226138899593,5,D,51,False,2023-04-04,sin(x)
95,-0.39210815313215763,26.520236768172545,3.0981034985563065,3,C,45,False,2023-04-05,x**2 + 0.5
96,-1.4635149481321186,24.398964337908357,1.3390174048752264,5,C,77,False,2023-04-06,sin(x)
97,0.29612027706457605,97.30105547524455,0.8082304819313313,5,D,4,False,2023-04-07,sin(x)
98,0.26105527217988933,39.30977246667604,0.9460304720374351,7,A,62,False,2023-04-08,x**3 - 2*x + 1
99,0.00511345664246089,89.20465551771133,0.5440378655320514,4,B,65,True,2023-04-09,exp(x)
100,-0.23458713337514692,63.11386259972629,0.2846612922740635,3,C,32,True,2023-04-10,15*log(x)
